date,value
2020-06-17,158802.04594486378
2020-06-18,158919.73413935502
2020-06-19,158938.2137236856
2020-06-22,159192.08003101742
2020-06-23,159182.64282278586
2020-06-24,158445.4216718948
2020-06-25,159050.4966390698
2020-06-26,158332.72080007795
2020-06-29,158959.41035880876
2020-06-30,160139.75412863184
2020-07-01,160637.9687329912
2020-07-02,161764.47399666463
2020-07-06,163920.8656258864
2020-07-07,164137.0681184425
2020-07-08,164603.11472274075
2020-07-09,165309.19004753558
2020-07-10,166323.77823684696
2020-07-13,165204.1537456693
2020-07-14,165326.28733206578
2020-07-15,165179.69055184192
2020-07-16,164594.4377796641
2020-07-17,164371.65290289524
2020-07-20,166825.5183616268
2020-07-21,165916.88142301532
2020-07-22,166093.70057515055
2020-07-23,164534.76784087374
2020-07-24,163927.2616771526
2020-07-27,164278.9284802077
2020-07-28,163934.8538447985
2020-07-29,164199.92350516035
2020-07-30,164267.87551674497
2020-07-31,164813.3185460638
2020-08-03,165293.22025648627
2020-08-04,165209.02335191122
2020-08-05,165468.03329817601
2020-08-06,165760.66111090354
2020-08-07,165188.2974710276
2020-08-10,164167.10823743817
2020-08-11,160630.0487369183
2020-08-12,163989.33081310146
2020-08-13,164504.3852189874
2020-08-14,164294.40591481607
2020-08-17,164554.01711144793
2020-08-18,164736.43118242346
2020-08-19,164627.55759221292
2020-08-20,166703.12968273938
2020-08-21,168586.7413880051
2020-08-24,169325.72262337097
2020-08-25,171215.74641720694
2020-08-26,174425.44876445452
2020-08-27,171967.55802085274
2020-08-28,172520.5123604521
2020-08-31,175394.35687826987
2020-09-01,177615.82031378412
2020-09-02,177031.69536408823
2020-09-03,170092.59279134084
2020-09-04,168923.9756294035
2020-09-08,163963.4613667593
2020-09-09,169142.0748513779
2020-09-10,167627.6963245193
2020-09-11,167114.45135131132
2020-09-14,172405.12566809947
2020-09-15,175668.10957071916
2020-09-16,172607.2176897356
2020-09-17,170066.1664512286
2020-09-18,170309.90897980833
2020-09-21,171211.31893592025
2020-09-22,170615.14221529808
2020-09-23,165313.50981528973
2020-09-24,166023.1392942724
2020-09-25,168204.3780329047
2020-09-28,168921.09245665182
2020-09-29,170098.08004535286
2020-09-30,170988.7535086297
2020-10-01,171828.2823939988
2020-10-02,169393.85073253346
2020-10-05,171658.57178693736
2020-10-06,171171.8905704342
2020-10-07,171680.0101027601
2020-10-08,171360.51387978622
2020-10-09,172453.9061482033
2020-10-12,173773.56699589128
2020-10-13,175586.96408861523
2020-10-14,175606.8248126047
2020-10-15,176163.6532704889
2020-10-16,176588.1939083488
2020-10-19,175996.651380562
2020-10-20,174020.54553395318
2020-10-21,172500.27580765163
2020-10-22,172777.66532586422
2020-10-23,172416.85651140742
2020-10-26,171884.52090071084
2020-10-27,173811.10656695568
